time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/30/14:36:56.960689,"[2000, 2001, 2002, 2003]","(-2.35894775390625, 181.84283447265625, -58.5185546875, 212.341796875)","(0.6377372741699219, 0.5408574938774109, 0.4903843402862549, 0.3242843449115753)","(63.141990661621094, 225.53085327148438, -995.1568603515625, -1003.0807495117188)","(200.9835662841797, 207.2564239501953, -993.8063354492188, -993.6864624023438)","[162.51007336478506, 1596.0951370638738, 1601.270660868651]","[3.1340733294473413, 3.9410224907888716, 3.3017936015768017]","[4.571104780820803, 230.82566230506507, 230.61057689247966]","[229.70174560009727, 2256.00113883833, 2027.1813562757197]","[137.71302743095023, -2911.076644581673, -1345.3977459976306]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9743945155400793, 0.03012142343846913, 0.02969472020346281]","[0.3653828225926735, 0.3943731867138979, 0.2563086850430069]","[0.077, 0.015, 0.01]","[7.278647004651924, 6.207925658138397, 6.659881820238004]","[4.071704302240795, 4.071704302240795, 4.071704302240795]","[2.2217418612138276, 3.0317406919422916, 3.428998101433856]","[1.7641635387675136, 2.3716626618138617, 2.669605718932535]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.063806,"[2000, 2001, 2002, 2003]","(-2.35662841796875, 181.84283447265625, -59.103515625, 212.763671875)","(0.6379951238632202, 0.5408574938774109, 0.4903843104839325, 0.3242843449115753)","(63.205745697021484, 225.47679138183594, -995.1190185546875, -1003.1123046875)","(200.98109436035156, 207.2546844482422, -993.8375854492188, -993.69384765625)","[162.3923726001272, 1596.1338613904168, 1601.3377913250426]","[3.1340878752546786, 3.9384158137054612, 3.3041415386570825]","[4.570648207155375, 230.82333160995148, 230.6058303486833]","[229.53528499511117, 2255.9154582244732, 2028.7445554102362]","[137.58299329881035, -2884.2551680613406, -1349.064327308768]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9743929097204702, 0.030116781002160864, 0.02968534277819218]","[0.3652450722220197, 0.3945973187707497, 0.2565248837887449]","[0.077, 0.015, 0.01]","[7.278801137693789, 6.209051834566678, 6.660893722196582]","[4.071967287958011, 4.071967287958011, 4.071967287958011]","[2.2221422551587393, 3.0327924646054747, 3.4299761165210967]","[1.7644638342261971, 2.3724514913112484, 2.670339230247965]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.160082,"[2000, 2001, 2002, 2003]","(-2.35321044921875, 181.84283447265625, -59.6875, 213.185546875)","(0.6382488012313843, 0.5408574938774109, 0.4903843104839325, 0.32428431510925293)","(63.268882751464844, 225.4227294921875, -995.08154296875, -1003.1438598632812)","(200.97865295410156, 207.25294494628906, -993.8692016601562, -993.7015380859375)","[162.27528834626875, 1596.1727157588516, 1601.4047635608906]","[3.134112931697042, 3.9357918047632223, 3.3064993463715973]","[4.56907649934978, 230.81991849023547, 230.6000098685094]","[229.36975304982582, 2255.82128321819, 2030.3109077659037]","[137.4540452026225, -2857.952640254294, -1352.7575660060743]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.974387381477577, 0.03010998325628489, 0.029673845953754496]","[0.3651075332425032, 0.39481715819924956, 0.25673926340602515]","[0.077, 0.015, 0.01]","[7.278952889397079, 6.210159301026326, 6.661888997664622]","[4.072225954864022, 4.072225954864022, 4.072225954864022]","[2.2225360977764415, 3.0338268720711854, 3.4309381436606325]","[1.764759216189474, 2.3732272969105317, 2.671060750602617]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.262491,"[2000, 2001, 2002, 2003]","(-2.3486328125, 181.84283447265625, -60.2724609375, 213.607421875)","(0.6385060548782349, 0.5408574938774109, 0.4903843104839325, 0.32428428530693054)","(63.33332443237305, 225.36868286132812, -995.04443359375, -1003.17529296875)","(200.97613525390625, 207.25120544433594, -993.9012451171875, -993.7094116210938)","[162.1569188115898, 1596.212940697283, 1601.472605821712]","[3.134148860269541, 3.933134000979244, 3.3088660389629463]","[4.566392356343667, 230.81530915997584, 230.59300090456844]","[229.20245758878258, 2255.719260451674, 2031.881626633523]","[137.32366163699672, -2832.044533299372, -1356.4668251434766]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.974377939071918, 0.03010080446570862, 0.029660004961390152]","[0.36496608564143157, 0.3950297361228802, 0.2569488155641906]","[0.077, 0.015, 0.01]","[7.279106894463888, 6.211281968093569, 6.662897965333894]","[4.072488204234366, 4.072488204234366, 4.072488204234366]","[2.2229354193329782, 3.0348755828992746, 3.431913495623516]","[1.7650587073568769, 2.374013830031599, 2.6717922645747803]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.360055,"[2000, 2001, 2002, 2003]","(-2.3431396484375, 181.84283447265625, -60.8564453125, 214.029296875)","(0.6387591361999512, 0.5408574938774109, 0.4903843104839325, 0.32428428530693054)","(63.397151947021484, 225.3146209716797, -995.007568359375, -1003.2067260742188)","(200.9736328125, 207.2494659423828, -993.93359375, -993.717529296875)","[162.03914732139498, 1596.2531601562357, 1601.5402354421929]","[3.1341935800372633, 3.9304582644432897, 3.3112404569790885]","[4.56278185910386, 230.80980187246712, 230.58509919006983]","[229.0360548538653, 2255.608109056683, 2033.4540142163673]","[137.19434376419863, -2806.637717710619, -1360.2007892964748]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9743652352248351, 0.03008983962217837, 0.02964440541777691]","[0.36482518755777155, 0.3952378732066398, 0.2571567774154166]","[0.077, 0.015, 0.01]","[7.279258513623986, 6.212386022272812, 6.663890157485253]","[4.072746137254784, 4.072746137254784, 4.072746137254784]","[2.223328192366705, 3.0359070105917585, 3.432872726247051]","[1.7653532871321718, 2.3747874008009617, 2.672511687542431]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.459822,"[2000, 2001, 2002, 2003]","(-2.33660888671875, 181.84283447265625, -61.4462890625, 214.455078125)","(0.6390131711959839, 0.5408574938774109, 0.4903842806816101, 0.32428425550460815)","(63.461639404296875, 225.26002502441406, -994.970703125, -1003.2383422851562)","(200.9711151123047, 207.24771118164062, -993.9667358398438, -993.7259521484375)","[161.92018290355384, 1596.2943997299067, 1601.6086456370722]","[3.134248103742719, 3.9277314903713525, 3.3136447218606646]","[4.558152880337585, 230.80325777678974, 230.5761444921349]","[228.86801582070868, 2255.486906331483, 2035.0432589044894]","[137.06397633168947, -2781.4202541747436, -1363.9907800707633]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9743489432840973, 0.030076813489146703, 0.029626732730187733]","[0.36468196403248293, 0.3954427613091947, 0.25736388123497184]","[0.077, 0.015, 0.01]","[7.279410815527455, 6.213493914518686, 6.664885838963004]","[4.073004979433591, 4.073004979433591, 4.073004979433591]","[2.2237223736569107, 3.0369421227009044, 3.4338354111863594]","[1.765648923099826, 2.375563734882821, 2.6732337012469123]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.560017,"[2000, 2001, 2002, 2003]","(-2.32928466796875, 181.84283447265625, -62.03125, 214.876953125)","(0.6392630338668823, 0.5408574938774109, 0.4903842806816101, 0.32428425550460815)","(63.52552032470703, 225.20596313476562, -994.9345703125, -1003.2695922851562)","(200.96861267089844, 207.2459716796875, -993.9998168945312, -993.7344970703125)","[161.80235840012818, 1596.3356885056855, 1601.676513235086]","[3.1343102734845982, 3.925003169371974, 3.3160333725444984]","[4.552717571265819, 230.79591575312116, 230.56642577198352]","[228.70162926629376, 2255.357306511836, 2036.6192310366268]","[136.93512952531057, -2756.847477531196, -1367.7667215421636]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9743298069976576, 0.03006220289866418, 0.029607558990136507]","[0.3645395123539391, 0.3956408736199618, 0.25756666441827036]","[0.077, 0.015, 0.01]","[7.279560724708652, 6.21458313702413, 6.665864764734327]","[4.073259508997569, 4.073259508997569, 4.073259508997569]","[2.2241100106859544, 3.0379598967770716, 3.434781988617106]","[1.7659396508716088, 2.3763270654399467, 2.6739436343199725]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.660622,"[2000, 2001, 2002, 2003]","(-2.32098388671875, 181.84283447265625, -62.62109375, 215.302734375)","(0.6395137906074524, 0.5408574938774109, 0.4903842806816101, 0.32428422570228577)","(63.59006118774414, 225.1513671875, -994.8984375, -1003.3011474609375)","(200.96607971191406, 207.2442169189453, -994.03369140625, -993.743408203125)","[161.68334156552856, 1596.377985973963, 1601.7452768636795]","[3.1343816811320244, 3.9222281963356345, 3.3184510713721087]","[4.546330285365594, 230.7875975935043, 230.55571294047292]","[228.53360341392965, 2255.217332117899, 2038.21158495839]","[136.8052389424531, -2732.4932487941246, -1371.5984522045615]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9743073101866702, 0.03004565469767534, 0.02958643219577395]","[0.3643948785550098, 0.39583503758762906, 0.2577686512579652]","[0.077, 0.015, 0.01]","[7.27971127853661, 6.215675864729034, 6.666846952764545]","[4.073514888215125, 4.073514888215125, 4.073514888215125]","[2.224498964878801, 3.038981046611013, 3.4357317990379026]","[1.7662313665162437, 2.3770929278154025, 2.6746559921355697]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.759735,"[2000, 2001, 2002, 2003]","(-2.312255859375, 181.84283447265625, -63.1943359375, 215.716796875)","(0.6397554278373718, 0.5408574938774109, 0.4903842806816101, 0.3242841958999634)","(63.652706146240234, 225.098388671875, -994.8636474609375, -1003.3316650390625)","(200.963623046875, 207.24252319335938, -994.0668334960938, -993.7522583007812)","[161.56783500057978, 1596.4194255279554, 1601.8121006723645]","[3.134457417912403, 3.9195074156089396, 3.3208065011998547]","[4.5394647452299335, 230.77885143527251, 230.5446516953692]","[228.3705661582638, 2255.071644574577, 2039.7598453133041]","[136.6794431866229, -2709.2323943104952, -1375.3437674367535]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9742831182231746, 0.030028260641248694, 0.02956462731028925]","[0.36425423840151006, 0.39601870373425263, 0.25796303045869245]","[0.077, 0.015, 0.01]","[7.279856459464625, 6.216728480643598, 6.667793119026676]","[4.073760921923325, 4.073760921923325, 4.073760921923325]","[2.2248737073916924, 3.0399648073004766, 3.436646855985111]","[1.7665124234009124, 2.3778307483325003, 2.6753422848459762]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.859918,"[2000, 2001, 2002, 2003]","(-2.302490234375, 181.84283447265625, -63.7841796875, 216.142578125)","(0.6400028467178345, 0.5408574938774109, 0.4903842806816101, 0.3242841958999634)","(63.7172966003418, 225.04379272460938, -994.8281860351562, -1003.363037109375)","(200.96109008789062, 207.24075317382812, -994.1014404296875, -993.7615966796875)","[161.44876837545056, 1596.462749314132, 1601.8810995961562]","[3.1345428396648947, 3.916684265722425, 3.3232340862381706]","[4.531613452241562, 230.76906649343118, 230.5324881694404]","[228.20254236491567, 2254.9121431959984, 2041.3528189968383]","[136.55003120152696, -2685.7009049552294, -1379.214101521374]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9742554392181686, 0.03000880750010526, 0.02954066008630607]","[0.36410878366486193, 0.39620207278171315, 0.2581602863790529]","[0.077, 0.015, 0.01]","[7.280005218158419, 6.217805904973689, 6.66876153188055]","[4.0740127836414946, 4.0740127836414946, 4.0740127836414946]","[2.225257349066408, 3.0409718503160224, 3.4375835177520377]","[1.7668001546569487, 2.3785860305941595, 2.676044781171171]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:57.960692,"[2000, 2001, 2002, 2003]","(-2.292236328125, 181.84283447265625, -64.36328125, 216.560546875)","(0.6402437686920166, 0.5408574938774109, 0.4903842806816101, 0.324284166097641)","(63.78063201904297, 224.9902801513672, -994.7937622070312, -1003.3937377929688)","(200.95860290527344, 207.23904418945312, -994.1356811523438, -993.77099609375)","[161.33203916169177, 1596.505689059521, 1601.9488976549162]","[3.1346330990075213, 3.9138896017516553, 3.325621390957794]","[4.523249789197829, 230.7587914877678, 230.51989049993077]","[228.03784922818576, 2254.7455131243596, 2042.9163302574116]","[136.42341267416498, -2662.991671131318, -1383.0324267677956]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9742259379806015, 0.029988387820457818, 0.029515849090832436]","[0.3639658525713047, 0.3963769161920953, 0.2583517406627837]","[0.077, 0.015, 0.011]","[7.280150171636376, 6.218854670748154, 6.669704295707484]","[4.074257974619134, 4.074257974619134, 4.074257974619134]","[2.225630851399224, 3.041952200826768, 3.4384954444204143]","[1.767080281406561, 2.379321293477219, 2.676728726172454]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:58.060401,"[2000, 2001, 2002, 2003]","(-2.28118896484375, 181.84283447265625, -64.947265625, 216.982421875)","(0.640485405921936, 0.5408574938774109, 0.4903842508792877, 0.324284166097641)","(63.844635009765625, 224.93621826171875, -994.7593383789062, -1003.4246826171875)","(200.9561004638672, 207.2373046875, -994.1705932617188, -993.7807006835938)","[161.21409356482653, 1596.5495626004338, 1602.0175219913995]","[3.1347308834858896, 3.911048730365246, 3.3280355263372785]","[4.514106837864406, 230.74772070527322, 230.50648216203135]","[227.87147395775426, 2254.5674611051622, 2044.4945393053179]","[136.29574748130776, -2640.472933694605, -1386.9052015232444]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9741936691633712, 0.029966395556175696, 0.02948945453700086]","[0.36382116677175563, 0.3965476559481737, 0.2585426674534827]","[0.077, 0.015, 0.011]","[7.280295655412027, 6.219906267808222, 6.670649479569734]","[4.074503836899649, 4.074503836899649, 4.074503836899649]","[2.226005397816653, 3.0429352865297083, 3.439409798392155]","[1.767361191219633, 2.380058607754424, 2.6774144916512594]","['Head-on', 'Safe', 'Safe']"
2024/07/30/14:36:58.161036,"[2000, 2001, 2002, 2003]","(-2.26947021484375, 181.84283447265625, -65.537109375, 217.408203125)","(0.6407278776168823, 0.5408574938774109, 0.4903842508792877, 0.3242841362953186)","(63.909297943115234, 224.88162231445312, -994.7249145507812, -1003.4558715820312)","(200.9535675048828, 207.23553466796875, -994.2062377929688, -993.790771484375)","[161.09495505424843, 1596.5943991449553, 1602.0870017198547]","[3.1348350384110804, 3.9081553661697312, 3.3304748516455605]","[4.504311848260481, 230.735977510676, 230.4923865260915]","[227.70344299185533, 2254.3770272627753, 2046.0863511408468]","[136.1670400644926, -2618.1138221233928, -1390.8314673890666]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.97415907729303, 0.02994307759575421, 0.029461721525858575]","[0.36367489230922195, 0.39671450963062116, 0.2587330056401678]","[0.077, 0.015, 0.011]","[7.2804417420781045, 6.220961049940116, 6.671597708895472]","[4.0747504912660375, 4.0747504912660375, 4.0747504912660375]","[2.2263811725090767, 3.0439214479030374, 3.440327171173633]","[1.7676430222389505, 2.3807982287844207, 2.6781025212373675]","['Head-on', 'Safe', 'Safe']"
